Time,T1,T2,T4,T5,DP1,FW_Freq,SW_Freq,FW_Count,SW_Count,Efficiency,Engine_Load
2025-03-14 09:28:59,24.956040100810768,30.465743476267072,36.07442761865049,27.735636980270698,1.5,40.087561904294695,58.0,2,2,0.75,75.0
2025-03-14 09:29:00,24.987659672798074,30.463962277071765,36.038645609809095,27.75040615705083,1.5,40.04546542330482,56.0,2,2,0.75,75.0
2025-03-14 09:29:00,24.990404596655473,30.04889089185905,36.067190954076665,27.75960118601077,1.5,40.079048181266664,54.0,2,2,0.75,75.0
2025-03-14 09:29:01,24.989895076667185,30.219115855857346,36.05731813440083,27.756750841100597,1.5,40.067433099295094,52.0,2,2,0.75,75.0
2025-03-14 09:29:01,25.023647951319834,30.438423773453273,36.065239901331424,27.784045938822732,1.5,40.076752825095795,50.0,2,2,0.75,75.0
2025-03-14 09:29:02,25.075307842086403,30.690226961801372,36.10415656320752,27.83252002236668,1.5,40.12253713318532,48.0,2,2,0.75,75.0
2025-03-14 09:29:02,25.041136829648217,30.923687854261846,36.148680588843135,27.818022769446948,1.5,40.174918339815456,46.0,2,2,0.75,75.0
2025-03-14 09:29:03,25.035648156547254,31.15002400321631,36.10646924655046,27.803353429048055,1.5,40.12525793711819,44.0,2,2,0.75,75.0
2025-03-14 09:29:03,25.083328394013503,31.44201977067563,36.10241071038967,27.838098973107545,1.5,40.120483188693726,42.0,2,2,0.75,75.0
2025-03-14 09:29:04,25.059284190882952,31.73404415769484,36.136875628010465,27.82868205016483,1.5,40.161030150600546,40.0,2,2,0.75,75.0
2025-03-14 09:29:04,25.00628838299301,32.00945798004748,36.101935374051806,27.78020013075771,1.5,40.119923969472715,38.0,2,2,0.75,75.0
2025-03-14 09:29:05,25.039231290330875,32.3481902522646,36.056793776526206,27.793621911879708,1.5,40.06681620767789,36.0,2,2,0.75,75.0
2025-03-14 09:29:05,25.015443251592888,32.7002855865162,36.03168121874731,27.769502743381494,1.5,40.03727202205566,35.0,2,2,0.75,75.0
2025-03-14 09:29:06,25.04136932659389,33.10004675127891,36,27.781026994945417,1.5,40.0,35.0,2,2,0.75,75.0
2025-03-14 09:29:06,25.003987912386165,33.32488350330433,36.098515366943715,27.841753614450965,1.5,40.11590043169849,35.0,2,2,0.75,75.0
