Time,T1,T2,T4,T5,DP1,FW_Freq,SW_Freq,FW_Count,SW_Count,Efficiency,Engine_Load
2025-03-19 11:00:37,15.198262951190056,28.623924479611954,42.29077544855921,21.971391075532345,1.5,47.400912292422596,58.0,2,2,0.75,75.0
2025-03-19 11:00:39,15.146780600979646,29.806787644371397,42.29556095508995,21.93397568950722,1.5,47.40654230010582,56.0,2,2,0.75,75.0
2025-03-19 11:00:41,15.14256188579459,30.292073637402464,42.22721232000266,21.91372449434661,1.5,47.3261321411796,54.0,2,2,0.75,75.0
2025-03-19 11:00:43,15.117673308199244,30.790699913385808,42.18344850457502,21.884117107293186,1.5,47.27464529950002,52.0,2,2,0.75,75.0
2025-03-19 11:00:45,15.183628460020845,31.406633506281906,42.19093162647617,21.935454251634678,1.5,47.283448972324905,50.0,2,2,0.75,75.0
2025-03-19 11:00:47,15.159738428366625,32.06193133615415,42.210454285439035,21.922417392634728,1.5,47.306416806398865,48.0,2,2,0.75,75.0
2025-03-19 11:00:49,15.176844310225276,32.82443990422784,42.27761105039274,21.952035995267146,1.5,47.38542476516793,46.0,2,2,0.75,75.0
2025-03-19 11:00:51,15.127435986996844,33.6113622160083,42.28445722319678,21.916691296046828,1.5,47.393479086113864,44.0,2,2,0.75,75.0
2025-03-19 11:00:53,15.185313787796101,34.455638530308505,42.26215329710099,21.954523665122323,1.5,47.367239173059986,42.0,2,2,0.75,75.0
2025-03-19 11:00:55,15.172960238630054,35.29512684158095,42.17650701088158,21.923846931692935,1.5,47.26647883633127,40.0,2,2,0.75,75.0
2025-03-19 11:00:58,15.104349813616292,35.49039735196273,42.28574653141153,22.702896920222386,1.5,47.39499591930769,38.0,2,2,0.75,75.0
