Time,T1,T2,T4,T5,DP1,FW_Freq,SW_Freq,FW_Count,SW_Count,Efficiency,Engine_Load
2025-03-14 09:54:43,25.010482879843046,30.456324686886678,36,27.757862159882286,1.5,40.0,58.0,2,2,0.75,75.0
2025-03-14 09:54:44,25.035481744672325,30.495195798680804,36.05299257102141,27.789859451259595,1.5,40.06234420120166,56.0,2,2,0.75,75.0
2025-03-14 09:54:44,25.018360890361652,30.06898633555597,36.1021439363861,27.789306651867765,1.5,40.120169336924825,54.0,2,2,0.75,75.0
2025-03-14 09:54:45,25.046997481063954,30.27317568601004,36.1033209261777,27.81107834234239,1.5,40.1215540307973,52.0,2,2,0.75,75.0
2025-03-14 09:54:45,25.148176176917055,30.598977700498168,36.251837909481466,27.924091610058156,1.5,40.29627989350761,50.0,2,2,0.75,75.0
2025-03-14 09:54:46,25.13814602813314,30.82740585829424,36.29794104793208,27.928094783082873,1.5,40.35051887992009,48.0,2,2,0.75,75.0
2025-03-14 09:54:46,25.162163512086824,31.083300029319766,36.281656258042084,27.942036698575638,1.5,40.33136030357892,46.0,2,2,0.75,75.0
2025-03-14 09:54:47,25.1534069486837,31.389350323298316,36.38054668843246,27.96019188362089,1.5,40.44770198639113,44.0,2,2,0.75,75.0
2025-03-14 09:54:47,25.13486568558325,31.628086733847496,36.34343033035139,27.937006846775283,1.5,40.40403568276634,42.0,2,2,0.75,75.0
2025-03-14 09:54:48,25.127533387120323,31.964741279268136,36.38426887178872,27.941717258287422,1.5,40.45208102563379,40.0,2,2,0.75,75.0
2025-03-14 09:54:48,25.143131847773557,32.29449244739229,36.394052803489,27.955862086702417,1.5,40.463591533516464,38.0,2,2,0.75,75.0
2025-03-14 09:54:49,25.122290867467747,32.6459208147561,36.38185038733984,27.937180747435768,1.5,40.44923574981158,36.0,2,2,0.75,75.0
2025-03-14 09:54:49,25.159285233831387,33.083472384029186,36.422146752281,27.97500061344379,1.5,40.49664323797765,35.0,2,2,0.75,75.0
2025-03-14 09:54:50,25.24635973689261,33.52603398176269,36.39906646861865,28.03453641982412,1.5,40.46948996308076,35.0,2,2,0.75,75.0
2025-03-14 09:54:50,25.35328220683378,33.55293764640899,36.28615612626739,28.241995454665204,1.5,40.33665426619693,35.0,2,2,0.75,75.0
2025-03-14 09:54:51,25.350798786761146,33.58360528515759,36.3278741179564,28.24577194556047,1.5,40.38573425641929,35.0,2,2,0.75,75.0
2025-03-14 09:54:51,25.352757247592173,33.5873270167554,36.332183606476484,28.221728956190752,1.5,40.39080424291351,35.0,2,2,0.75,75.0
2025-03-14 09:54:52,25.34179844326485,33.57890451938596,36.32460654475966,28.221513328093806,1.5,40.38189005265843,35.0,2,2,0.75,75.0
