Time,T1,T2,T4,T5,DP1,FW_Freq,SW_Freq,FW_Count,SW_Count,Efficiency,Engine_Load
2025-03-14 09:57:29,25.073823775681,30.488277079037132,36,27.805367831760748,1.5,40.0,58.0,2,2,0.75,75.0
2025-03-14 09:57:30,25.07280543950659,30.487763378112074,36,27.80460407962994,1.5,40.0,56.0,2,2,0.75,75.0
2025-03-14 09:57:30,25.042393229324926,30.035523042909247,36,27.781794921993693,1.5,40.0,54.0,2,2,0.75,75.0
2025-03-14 09:57:31,25.084398360538188,30.23872759209722,36.00571611216198,27.814727798444135,1.5,40.00672483783762,52.0,2,2,0.75,75.0
2025-03-14 09:57:31,25.102063460333014,30.435850287064337,36,27.82654759524976,1.5,40.0,50.0,2,2,0.75,75.0
2025-03-14 09:57:32,25.123381105133216,30.675216645204976,36.04486849910429,27.853752953625985,1.5,40.05278646953446,48.0,2,2,0.75,75.0
2025-03-14 09:57:32,25.129086313096373,30.90177694228065,36.050104945274086,27.859340971140803,1.5,40.0589469944401,46.0,2,2,0.75,75.0
2025-03-14 09:57:33,25.138597665773943,31.18992259596294,36.114338080511445,27.88253276945832,1.5,40.134515388836995,44.0,2,2,0.75,75.0
2025-03-14 09:57:33,25.118381326178874,31.44283336189008,36.109858379105596,27.866250589410555,1.5,40.12924515188894,42.0,2,2,0.75,75.0
2025-03-14 09:57:34,25.143546807822002,31.76832165801313,36.13564571956413,27.891571535757535,1.5,40.159583199487216,40.0,2,2,0.75,75.0
